"index","bt","k","d","su","sv","p","pet_smd_perc_non_conv","pet_tr_smd_perc_non_conv","peese_smd_perc_non_conv","peese_tr_smd_perc_non_conv","pet_int_smd_perc_z3","pet_int_tr_smd_perc_z3","pet_slope_smd_perc_z3","pet_slope_tr_smd_perc_z3","peese_int_smd_perc_z3","peese_int_tr_smd_perc_z3","peese_slope_smd_perc_z3","peese_slope_tr_smd_perc_z3","corrected_smd_perc_z3","corrected_tr_smd_smd_perc_z3"
504,"pb_no_orb_str",30,0.5,0.06,0.11,"large",0,0,0,0,0.5,0.2,0.6,0.5,0.3,0.4,0.8,0.7,0.4,0.6
505,"pb_no_orb_str",30,0.5,0.11,0.01,"small",0,0.2,0.1,0,0.5,0.3,0.1,0.4,0.5,0.4,0.4,0.5,0.5,0.6
506,"pb_no_orb_str",30,0.5,0.11,0.01,"medium",0.2,0,0.1,0,0.4,0.5,0.6,0.7,0.5,0.5,0.8,0.7,0.3,0.5
507,"pb_no_orb_str",30,0.5,0.11,0.01,"large",0,0,0.1,0,0.6,0.1,0.6,0.5,0.6,0.3,0.7,0.8,0.6,0.3
508,"pb_no_orb_str",30,0.5,0.11,0.06,"small",0,0,0,0.2,0.3,0.3,0.2,0.5,0.5,0.2,0.4,0.5,0.3,0.1
509,"pb_no_orb_str",30,0.5,0.11,0.06,"medium",0,0,0,0,0.7,0.7,0.8,0.7,0.6,0.5,0.9,1.1,0.5,0.7
510,"pb_no_orb_str",30,0.5,0.11,0.06,"large",0,0,0,0,0.3,0.2,0.6,0.5,0.3,0.1,0.6,0.7,0.2,0.5
511,"pb_no_orb_str",30,0.5,0.11,0.11,"small",0,0.1,0,0.1,0.4,0.4,0.5,0.4,0.3,0.1,0.7,0.5,0.4,0.2
512,"pb_no_orb_str",30,0.5,0.11,0.11,"medium",0,0,0,0,0.3,0.6,0.6,0.6,0.5,0.5,1,0.5,0.4,0.4
513,"pb_no_orb_str",30,0.5,0.11,0.11,"large",0,0,0,0,0.4,0.4,0.5,0.7,0.3,0.6,0.4,0.6,0.4,0.3
514,"pb_no_orb_str",30,0.8,0.01,0.01,"small",2.4,0.2,3.7,0.1,0.51,0.5,0.61,0.3,0.52,0.6,0.52,0.3,0.42,2.51
515,"pb_no_orb_str",30,0.8,0.01,0.01,"medium",0.4,0,0.1,0,0.3,0.8,0.3,0.6,0.5,0.4,0.3,0.4,0.6,0.4
516,"pb_no_orb_str",30,0.8,0.01,0.01,"large",0,0,0,0,0.2,0.3,0.4,0.4,0.2,0.4,0.4,0.6,0.2,0.4
517,"pb_no_orb_str",30,0.8,0.01,0.06,"small",1.3,0.2,1.2,0.3,0.41,0.6,0.3,0.6,0.4,0.6,0.4,0.6,0.1,2.71
518,"pb_no_orb_str",30,0.8,0.01,0.06,"medium",0.1,0,0,0,0.2,0.5,0.4,0.5,0.3,0.6,0.4,0.5,2.5,1
519,"pb_no_orb_str",30,0.8,0.01,0.06,"large",0,0,0,0,0.3,0.5,0.6,0.8,0.4,0.6,0.7,0.7,3.1,0.6
520,"pb_no_orb_str",30,0.8,0.01,0.11,"small",0.6,0.2,0.4,0.2,0.6,0.8,0.5,0.6,0.5,0.8,0.7,0.7,0.1,1.31
521,"pb_no_orb_str",30,0.8,0.01,0.11,"medium",0,0,0,0,0.5,0.4,0.4,0.3,0.6,0.6,0.3,0.5,0.5,2
522,"pb_no_orb_str",30,0.8,0.01,0.11,"large",0,0,0,0,0.5,0.4,0.3,0.3,0.5,0.5,0.5,0.6,1.4,0.9
523,"pb_no_orb_str",30,0.8,0.06,0.01,"small",0.8,0,0.7,0,0.6,0.4,0.5,0.4,0.6,0.5,0.81,0.5,0.1,1.3
524,"pb_no_orb_str",30,0.8,0.06,0.01,"medium",0.1,0,0.7,0,0.4,0.4,0.5,0.4,0.6,0.3,0.5,0.5,0.2,2.3
525,"pb_no_orb_str",30,0.8,0.06,0.01,"large",0,0,0.1,0,0.5,0.4,0.3,0.3,0.5,0.4,0.3,0.6,0.5,2.4
526,"pb_no_orb_str",30,0.8,0.06,0.06,"small",0.1,0.1,0.2,0,0.3,0.5,0.3,0.6,0.5,0.5,0.8,0.7,0.1,1
527,"pb_no_orb_str",30,0.8,0.06,0.06,"medium",0,0,0,0,0.6,0.5,0.8,0.4,0.9,0.6,1,0.7,0.2,1.7
528,"pb_no_orb_str",30,0.8,0.06,0.06,"large",0,0,0,0,0.6,0.3,0.4,0.5,0.6,0.3,0.5,0.6,0.2,2.7
529,"pb_no_orb_str",30,0.8,0.06,0.11,"small",0,0.2,0,0.2,0.3,0.5,0.3,0.5,0.6,0.6,1,0.6,0.1,0.8
530,"pb_no_orb_str",30,0.8,0.06,0.11,"medium",0,0,0,0,0.9,0.4,0.9,0.5,0.6,0.7,0.9,0.7,0.5,1.3
531,"pb_no_orb_str",30,0.8,0.06,0.11,"large",0,0,0,0,0.3,0.2,0.3,0.4,0.2,0.4,0.3,0.5,0.2,2.5
532,"pb_no_orb_str",30,0.8,0.11,0.01,"small",0,0,0,0,0.5,0.6,0.5,0.5,0.4,0.5,0.6,0.6,0.2,0.8
533,"pb_no_orb_str",30,0.8,0.11,0.01,"medium",0.2,0,0.1,0,0.4,0.4,0.4,0.5,0.6,0.2,0.8,0.7,0.3,1
534,"pb_no_orb_str",30,0.8,0.11,0.01,"large",0.4,0,0.1,0,0.9,0.4,0.7,0.7,0.8,0.4,0.5,0.8,0.4,1.3
535,"pb_no_orb_str",30,0.8,0.11,0.06,"small",0,0,0,0,0.6,0.6,1,0.5,1.1,0.5,1.2,0.7,0.4,0.4
536,"pb_no_orb_str",30,0.8,0.11,0.06,"medium",0,0,0,0,1,0.4,0.9,0.6,0.8,0.6,0.9,0.9,0.8,1.1
537,"pb_no_orb_str",30,0.8,0.11,0.06,"large",0,0,0,0,0.6,0.4,0.6,0.5,0.8,0.4,0.8,0.9,0.6,1.4
538,"pb_no_orb_str",30,0.8,0.11,0.11,"small",0,0,0,0,0.6,0.6,0.7,0.6,0.8,0.7,0.9,0.9,0.6,0.6
539,"pb_no_orb_str",30,0.8,0.11,0.11,"medium",0,0,0,0,1.7,0.6,1.6,0.6,1.1,0.6,1.1,0.7,1.7,1.1
540,"pb_no_orb_str",30,0.8,0.11,0.11,"large",0,0,0,0,1.2,0.4,1.2,0.8,0.9,0.5,1.1,0.7,1.2,1.2
541,"pb_no_orb_str",70,0,0.01,0.01,"small",0,0.2,0,0.3,0.2,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.3,0.2
542,"pb_no_orb_str",70,0,0.01,0.01,"medium",0,0,0,0,0.1,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3
543,"pb_no_orb_str",70,0,0.01,0.01,"large",0,0,0,0,0.2,0.2,0.3,0.1,0.3,0.3,0.1,0.2,0.3,0.4
544,"pb_no_orb_str",70,0,0.01,0.06,"small",0,0.1,0,0.2,0.2,0.2,0.2,0.4,0.1,0.2,0.3,0.4,0.3,0.3
545,"pb_no_orb_str",70,0,0.01,0.06,"medium",0,0.2,0,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2
546,"pb_no_orb_str",70,0,0.01,0.06,"large",0,0.1,0,0,0.3,0.2,0.2,0.1,0.4,0.4,0.1,0.1,0.4,0.4
547,"pb_no_orb_str",70,0,0.01,0.11,"small",0,0,0,0,0.3,0.3,0,0.1,0.2,0.2,0.1,0.1,0.4,0.5
548,"pb_no_orb_str",70,0,0.01,0.11,"medium",0,0.2,0,0.3,0,0,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.4
549,"pb_no_orb_str",70,0,0.01,0.11,"large",0,0.4,0,0.3,0.1,0.2,0,0.1,0.2,0.3,0,0,0.2,0.2
550,"pb_no_orb_str",70,0,0.06,0.01,"small",0,0.1,0,0.1,0.4,0.4,0.2,0.2,0.5,0.4,0.3,0.3,0.4,0.3
551,"pb_no_orb_str",70,0,0.06,0.01,"medium",0,0,0,0,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2
552,"pb_no_orb_str",70,0,0.06,0.01,"large",0,0,0,0,0.1,0,0.1,0.1,0.1,0.5,0.4,0.4,0.3,0.3
553,"pb_no_orb_str",70,0,0.06,0.06,"small",0,0,0,0,0.6,0.5,0.4,0.5,0.6,0.7,0.4,0.5,0.4,0.4
554,"pb_no_orb_str",70,0,0.06,0.06,"medium",0,0,0,0,0.2,0.3,0.3,0.2,0.3,0.3,0.4,0.5,0.5,0.3
555,"pb_no_orb_str",70,0,0.06,0.06,"large",0,0,0,0,0.3,0.4,0.1,0.2,0.4,0.3,0.3,0.3,0.3,0.3
556,"pb_no_orb_str",70,0,0.06,0.11,"small",0,0,0,0,0.5,0.7,0.5,0.6,0.5,0.7,0.6,0.5,0.3,0.5
557,"pb_no_orb_str",70,0,0.06,0.11,"medium",0,0,0,0,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.1,0.2
558,"pb_no_orb_str",70,0,0.06,0.11,"large",0,0,0,0,0.2,0.2,0.2,0.2,0.4,0.2,0.3,0.4,0.3,0.5
559,"pb_no_orb_str",70,0,0.11,0.01,"small",0,0.6,0,0.3,0.4,0.5,0.4,0.6,0.5,0.2,0.3,0.3,0.3,0.2
560,"pb_no_orb_str",70,0,0.11,0.01,"medium",0,0,0,0,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.1,0.2
561,"pb_no_orb_str",70,0,0.11,0.01,"large",0,0,0,0,0.1,0.1,0.3,0.3,0.1,0.1,0.5,0.4,0.4,0.3
562,"pb_no_orb_str",70,0,0.11,0.06,"small",0,0,0,0,0.6,1,0.5,0.7,0.7,0.8,0.5,0.8,0.5,0.6
563,"pb_no_orb_str",70,0,0.11,0.06,"medium",0,0,0,0,0.3,0.2,0.5,0.4,0.1,0.2,0.3,0.4,0.1,0.1
564,"pb_no_orb_str",70,0,0.11,0.06,"large",0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0.3
565,"pb_no_orb_str",70,0,0.11,0.11,"small",0,0,0,0,0.7,0.8,0.6,0.8,0.4,0.8,0.6,0.7,0.5,0.6
566,"pb_no_orb_str",70,0,0.11,0.11,"medium",0,0,0,0,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.5,0.3,0.1
567,"pb_no_orb_str",70,0,0.11,0.11,"large",0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.4
568,"pb_no_orb_str",70,0.2,0.01,0.01,"small",0,0.2,0,0.1,0.4,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.6,0.7
569,"pb_no_orb_str",70,0.2,0.01,0.01,"medium",0.5,0,0.2,0,0.5,0.5,0.3,0.4,0.4,0.4,0.4,0.4,0.2,0.4
570,"pb_no_orb_str",70,0.2,0.01,0.01,"large",0.1,0,0,0,0.3,0.2,0.4,0.4,0.2,0.3,0.3,0.4,0.1,0.2
571,"pb_no_orb_str",70,0.2,0.01,0.06,"small",0,0.5,0,0.7,0.5,0.6,0.3,0.2,0.3,0.5,0.5,0.3,0.7,0.7
572,"pb_no_orb_str",70,0.2,0.01,0.06,"medium",0,0,0,0,0.3,0.2,0.2,0.3,0.1,0,0.3,0.1,0.2,0.3
573,"pb_no_orb_str",70,0.2,0.01,0.06,"large",0,0,0,0,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.1,0.2,0.5
574,"pb_no_orb_str",70,0.2,0.01,0.11,"small",0,0.4,0,0.1,0.3,0.6,0.5,0.5,0.4,0.6,0.6,0.3,0.6,0.9
575,"pb_no_orb_str",70,0.2,0.01,0.11,"medium",0,0.6,0,0.8,0.4,0.3,0.2,0.2,0.4,0.3,0.2,0.2,0.4,0.4
576,"pb_no_orb_str",70,0.2,0.01,0.11,"large",0,0.5,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.4
577,"pb_no_orb_str",70,0.2,0.06,0.01,"small",0,0.5,0,0.2,0.6,0.7,0.8,0.6,0.7,0.6,0.7,0.7,0.6,0.6
578,"pb_no_orb_str",70,0.2,0.06,0.01,"medium",0,0,0,0,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.3,0.1,0.2
579,"pb_no_orb_str",70,0.2,0.06,0.01,"large",0,0,0,0,0.5,0.4,0.4,0.4,0.5,0.3,0.5,0.5,0.3,0.5
580,"pb_no_orb_str",70,0.2,0.06,0.06,"small",0,0,0,0.1,0.5,0.5,0.5,0.5,0.5,0.6,0.4,0.6,0.4,0.8
581,"pb_no_orb_str",70,0.2,0.06,0.06,"medium",0,0,0,0,0.2,0.1,0.2,0.2,0.2,0,0.3,0.5,0.1,0.3
582,"pb_no_orb_str",70,0.2,0.06,0.06,"large",0,0,0,0,0.4,0.2,0.3,0.3,0.3,0.2,0.5,0.5,0.4,0.9
583,"pb_no_orb_str",70,0.2,0.06,0.11,"small",0,0,0,0,0.6,0.6,0.5,0.7,0.4,0.7,0.5,0.8,0.4,1.1
584,"pb_no_orb_str",70,0.2,0.06,0.11,"medium",0,0,0,0,0.2,0.1,0.3,0.3,0.1,0.1,0.4,0.5,0.1,0.6
585,"pb_no_orb_str",70,0.2,0.06,0.11,"large",0,0,0,0,0.1,0.1,0.2,0.1,0.2,0.3,0.3,0.4,0.1,0.9
586,"pb_no_orb_str",70,0.2,0.11,0.01,"small",0,0.9,0,0.5,0.7,0.71,0.7,0.71,0.7,0.5,0.7,0.7,0.6,0.5
587,"pb_no_orb_str",70,0.2,0.11,0.01,"medium",0,0,0,0,0.1,0.2,0.1,0.3,0.1,0.1,0.3,0.4,0,0.2
588,"pb_no_orb_str",70,0.2,0.11,0.01,"large",0,0,0,0,0.2,0.3,0.4,0.5,0.3,0.1,0.4,0.4,0.1,0.6
589,"pb_no_orb_str",70,0.2,0.11,0.06,"small",0,0.1,0,0,0.7,0.9,0.5,0.6,0.7,0.7,0.6,0.8,0.4,0.6
590,"pb_no_orb_str",70,0.2,0.11,0.06,"medium",0,0,0,0,0.1,0.3,0.1,0.3,0.2,0.3,0.3,0.4,0,0.4
591,"pb_no_orb_str",70,0.2,0.11,0.06,"large",0,0,0,0,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.5
592,"pb_no_orb_str",70,0.2,0.11,0.11,"small",0,0,0,0,0.5,0.6,0.5,0.4,0.7,0.6,0.5,0.6,0.4,0.6
593,"pb_no_orb_str",70,0.2,0.11,0.11,"medium",0,0,0,0,0.1,0.2,0.4,0.4,0.1,0.2,0.4,0.3,0.1,0.3
594,"pb_no_orb_str",70,0.2,0.11,0.11,"large",0,0,0,0,0.4,0.3,0.3,0.2,0.4,0.2,0.3,0.4,0.4,0.7
595,"pb_no_orb_str",70,0.5,0.01,0.01,"small",6.1,0,4.3,0.2,0.32,0.4,0.43,0.4,0.63,0.7,0.42,0.6,0.44,3.9
596,"pb_no_orb_str",70,0.5,0.01,0.01,"medium",0.4,0,0.4,0,0.2,0.1,0.1,0.4,0.2,0.3,0.1,0.4,0.71,0.3
597,"pb_no_orb_str",70,0.5,0.01,0.01,"large",0,0,0,0,0.4,0.4,0.7,0.4,0.4,0.1,0.6,0.3,0.2,0.1
598,"pb_no_orb_str",70,0.5,0.01,0.06,"small",0.2,0.1,0,0.2,0.3,0.3,0.3,0.2,0.4,0.4,0.3,0.2,0.2,1.91
599,"pb_no_orb_str",70,0.5,0.01,0.06,"medium",0,0,0,0,0.1,0.1,0.5,0.5,0.3,0.1,0.2,0.4,3.6,0.7
600,"pb_no_orb_str",70,0.5,0.01,0.06,"large",0.2,0,0.1,0,0.3,0.2,0.5,0.4,0.1,0.2,0.6,0.4,2.71,0.2
601,"pb_no_orb_str",70,0.5,0.01,0.11,"small",0,0.7,0,0.4,0.6,0.4,0.4,0.3,0.5,0.3,0.5,0.3,0.3,1.11
602,"pb_no_orb_str",70,0.5,0.01,0.11,"medium",0,0,0,0.2,0.3,0.3,0.4,0.5,0.5,0.3,0.4,0.5,0.2,3.6
603,"pb_no_orb_str",70,0.5,0.01,0.11,"large",0,0,0,0,0.4,0.4,0.5,0.4,0.1,0.3,0.6,0.5,1.1,1.4
604,"pb_no_orb_str",70,0.5,0.06,0.01,"small",0.2,0,0,0,0.7,0.5,0.5,0.6,0.6,0.3,0.5,0.8,0.2,0.7
605,"pb_no_orb_str",70,0.5,0.06,0.01,"medium",0.7,0,0.3,0,0.4,0.4,0.4,0.4,0.3,0.5,0.4,0.5,0.1,3
606,"pb_no_orb_str",70,0.5,0.06,0.01,"large",0.2,0,0,0,0.3,0.3,0.4,0.6,0.4,0.3,0.5,0.7,0.2,2.9
607,"pb_no_orb_str",70,0.5,0.06,0.06,"small",0,0,0,0,0.5,0.6,0.4,0.5,0.2,0.3,0.5,0.4,0.2,0.4
608,"pb_no_orb_str",70,0.5,0.06,0.06,"medium",0,0,0,0,0.3,0.3,0.4,0.8,0.2,0.3,0.5,0.7,0.1,1.3
609,"pb_no_orb_str",70,0.5,0.06,0.06,"large",0,0,0,0,0.5,0.5,0.4,0.8,0.3,0.2,0.5,0.9,0.2,2.9
610,"pb_no_orb_str",70,0.5,0.06,0.11,"small",0,0.1,0,0.1,0.6,0.3,0.6,0.4,0.5,0.2,0.6,0.4,0.3,0.5
611,"pb_no_orb_str",70,0.5,0.06,0.11,"medium",0,0,0,0,0.1,0.2,0.3,0.6,0.2,0.2,0.2,0.4,0,0.6
612,"pb_no_orb_str",70,0.5,0.06,0.11,"large",0,0,0,0,0.7,0.5,0.8,0.7,0.4,0.5,0.7,0.6,0,1.5
613,"pb_no_orb_str",70,0.5,0.11,0.01,"small",0,0,0,0.1,0.6,0.5,0.7,0.6,0.4,0.5,0.6,0.7,0.2,0.3
614,"pb_no_orb_str",70,0.5,0.11,0.01,"medium",0.2,0,0.1,0,0.5,0.5,0.5,0.6,0.4,0.2,0.5,0.7,0.1,0.5
615,"pb_no_orb_str",70,0.5,0.11,0.01,"large",0.4,0,0,0,0.4,0.6,0.7,0.8,0.8,0.4,0.5,0.6,0.3,1
616,"pb_no_orb_str",70,0.5,0.11,0.06,"small",0,0,0,0,0.6,0.6,0.5,0.6,0.8,0.4,0.7,0.6,0.6,0.3
617,"pb_no_orb_str",70,0.5,0.11,0.06,"medium",0,0,0,0,0.5,0.4,0.8,0.7,0.2,0.1,0.6,0.7,0.1,0.3
618,"pb_no_orb_str",70,0.5,0.11,0.06,"large",0,0,0,0,0.4,0.5,0.5,0.7,0.7,0.4,0.5,0.7,0.1,1.3
619,"pb_no_orb_str",70,0.5,0.11,0.11,"small",0,0,0,0,0.7,0.7,0.6,0.5,0.6,0.6,0.7,0.5,0.6,0.3
620,"pb_no_orb_str",70,0.5,0.11,0.11,"medium",0,0,0,0,0.4,0.2,0.3,0.3,0.3,0.2,0.4,0.5,0.2,0.4
621,"pb_no_orb_str",70,0.5,0.11,0.11,"large",0,0,0,0,0.2,0.5,0.5,0.6,0.6,0.5,0.5,0.7,0.1,0.9
622,"pb_no_orb_str",70,0.8,0.01,0.01,"small",1.3,0.2,1.5,0.2,0.41,0.5,0.3,0.5,0.41,0.4,0.41,0.6,0.62,0.4
623,"pb_no_orb_str",70,0.8,0.01,0.01,"medium",0.9,0,0.7,0,0.3,0.3,0.4,0.1,0.4,0.4,0.1,0.3,0.41,0.4
624,"pb_no_orb_str",70,0.8,0.01,0.01,"large",0,0,0,0,0.3,0.4,0.3,0.2,0.2,0.3,0.3,0.1,0.2,0.3
625,"pb_no_orb_str",70,0.8,0.01,0.06,"small",0.2,0.1,0.1,0.2,0.6,0.4,0.6,0.4,0.5,0.3,0.6,0.5,4.71,0.3
626,"pb_no_orb_str",70,0.8,0.01,0.06,"medium",0.1,0,0,0,0.5,0.2,0.5,0.2,0.5,0.1,0.5,0.1,0.4,0.1
627,"pb_no_orb_str",70,0.8,0.01,0.06,"large",0,0,0.1,0,0.5,0.2,0.4,0.2,0.4,0.2,0.5,0.3,0.4,0.2
628,"pb_no_orb_str",70,0.8,0.01,0.11,"small",0.1,0.5,0,0.6,0.5,0.4,0.6,0.4,0.5,0.3,0.5,0.5,0.4,0.3
629,"pb_no_orb_str",70,0.8,0.01,0.11,"medium",0,0,0,0,0.6,0,0.7,0.2,0.6,0.1,0.6,0.4,2.2,0.1
630,"pb_no_orb_str",70,0.8,0.01,0.11,"large",0,0.1,0,0,0.3,0.4,0.3,0.4,0.2,0.3,0.5,0.4,0.6,0.3
631,"pb_no_orb_str",70,0.8,0.06,0.01,"small",0,0,0,0,0.5,0.8,0.4,0.6,0.6,0.7,0.5,0.6,0.4,1.3
632,"pb_no_orb_str",70,0.8,0.06,0.01,"medium",0.6,0,0.6,0,0.5,0.5,0.5,0.5,0.4,0.4,0.3,0.5,2.94,0.4
633,"pb_no_orb_str",70,0.8,0.06,0.01,"large",0.1,0,0.2,0,0.5,0.1,0.6,0.2,0.3,0.3,0.6,0.7,5.02,0.3
634,"pb_no_orb_str",70,0.8,0.06,0.06,"small",0,0,0,0,0.5,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.1,1.3
635,"pb_no_orb_str",70,0.8,0.06,0.06,"medium",0,0,0,0,0.7,0.3,0.9,0.5,0.6,0.3,0.8,0.6,0.7,0.2
636,"pb_no_orb_str",70,0.8,0.06,0.06,"large",0,0,0,0,0.2,0.4,0.2,0.4,0.4,0.3,0.3,0.6,0.8,0.3
637,"pb_no_orb_str",70,0.8,0.06,0.11,"small",0,0,0,0,0.6,0.2,0.6,0.2,0.7,0.3,0.5,0.3,0.3,2.6
638,"pb_no_orb_str",70,0.8,0.06,0.11,"medium",0,0,0,0,0.8,0.2,0.9,0.6,0.8,0.3,0.8,0.5,0.2,0.3
639,"pb_no_orb_str",70,0.8,0.06,0.11,"large",0,0,0,0,0.4,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0,0.3
640,"pb_no_orb_str",70,0.8,0.11,0.01,"small",0,0,0,0,0.3,0.4,0.4,0.4,0.3,0.6,0.3,0.3,0,3.5
641,"pb_no_orb_str",70,0.8,0.11,0.01,"medium",0.2,0,0.1,0,0.5,0.4,0.6,0.4,0.4,0.6,0.4,0.6,0.1,0.6
642,"pb_no_orb_str",70,0.8,0.11,0.01,"large",0.2,0,0.1,0,0.3,0.1,0.3,0.3,0.3,0.2,0.4,0.7,0.1,0.3
643,"pb_no_orb_str",70,0.8,0.11,0.06,"small",0,0,0,0,0.4,0.5,0.7,0.6,0.4,0.6,0.7,0.7,0.3,3.1
644,"pb_no_orb_str",70,0.8,0.11,0.06,"medium",0,0,0,0,1,0.2,1.2,0.5,0.7,0.2,0.9,0.6,0.4,1
645,"pb_no_orb_str",70,0.8,0.11,0.06,"large",0,0,0,0,0.7,0.3,0.5,0.4,0.5,0.6,0.5,0.7,0,0.6
646,"pb_no_orb_str",70,0.8,0.11,0.11,"small",0,0,0,0,0.8,0.4,0.8,0.5,0.7,0.7,0.7,0.3,0.5,2.9
647,"pb_no_orb_str",70,0.8,0.11,0.11,"medium",0,0,0,0,0.7,0.3,0.7,0.5,0.8,0.3,1,0.5,0.5,1.3
648,"pb_no_orb_str",70,0.8,0.11,0.11,"large",0,0,0,0,0.5,0.3,0.6,0.6,0.4,0.4,0.4,0.9,0,1
649,"pb_no_orb_mod",15,0,0.01,0.01,"small",0,0.3,0,0.2,0.5,0.5,0.5,0.6,0.2,0.4,0.4,0.8,0.4,0.6
650,"pb_no_orb_mod",15,0,0.01,0.01,"medium",0,0,0.1,0,0.4,0.5,0.2,0.2,0.4,0.4,0.3,0.3,0.3,0.3
651,"pb_no_orb_mod",15,0,0.01,0.01,"large",0.2,0,0,0,0.7,0.7,0.3,0.4,0.5,0.5,0.3,0.4,0.5,0.4
652,"pb_no_orb_mod",15,0,0.01,0.06,"small",0,0.1,0,0.4,0.6,0.5,0.7,0.7,0.4,0.4,0.6,0.6,0.4,0.7
653,"pb_no_orb_mod",15,0,0.01,0.06,"medium",0,0,0,0,0.4,0.4,0.2,0.4,0.4,0.3,0.2,0.3,0.2,0.2
654,"pb_no_orb_mod",15,0,0.01,0.06,"large",0,0,0,0,0.7,0.5,0.5,0.4,0.6,0.6,0.5,0.5,0.4,0.4
655,"pb_no_orb_mod",15,0,0.01,0.11,"small",0,0.2,0,0.1,0.5,0.6,0.6,0.5,0.4,0.4,0.6,0.6,0.3,0.6
656,"pb_no_orb_mod",15,0,0.01,0.11,"medium",0,0,0,0.3,0.5,0.3,0.5,0.5,0.4,0.2,0.6,0.6,0.5,0.4
657,"pb_no_orb_mod",15,0,0.01,0.11,"large",0,0.2,0,0.2,0.4,0.3,0.3,0.2,0.4,0.3,0.3,0.2,0.2,0.2
658,"pb_no_orb_mod",15,0,0.06,0.01,"small",0.1,0.4,0,0.1,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.6,0.4,0.3
659,"pb_no_orb_mod",15,0,0.06,0.01,"medium",0,0,0.1,0,0.6,0.7,0.4,0.6,0.7,0.7,0.4,0.6,0.2,0.2
660,"pb_no_orb_mod",15,0,0.06,0.01,"large",0,0,0.1,0,0.6,0.5,0.6,0.6,0.2,0.6,0.7,0.8,0.5,0.6
661,"pb_no_orb_mod",15,0,0.06,0.06,"small",0,0.1,0,0,0.5,0.6,0.6,0.5,0.5,0.3,0.7,0.6,0.6,0.7
662,"pb_no_orb_mod",15,0,0.06,0.06,"medium",0,0,0,0,0.5,0.5,0.4,0.4,0.5,0.4,0.3,0.1,0.3,0.1
663,"pb_no_orb_mod",15,0,0.06,0.06,"large",0,0,0,0,0.3,0.5,0.6,0.5,0.3,0.4,0.4,0.6,0.3,0.4
664,"pb_no_orb_mod",15,0,0.06,0.11,"small",0,0.2,0,0.1,0.4,0.6,0.7,0.8,0.4,0.6,0.7,0.8,0.9,0.7
665,"pb_no_orb_mod",15,0,0.06,0.11,"medium",0,0.1,0,0,0.4,0.4,0.3,0.4,0.3,0.5,0.5,0.4,0.4,0.2
666,"pb_no_orb_mod",15,0,0.06,0.11,"large",0,0,0,0.1,0.4,0.5,0.3,0.5,0.3,0.3,0.5,0.7,0.1,0.3
667,"pb_no_orb_mod",15,0,0.11,0.01,"small",0,0.2,0,0.1,0.5,0.5,0.4,0.5,0.5,0.5,0.3,0.6,0.4,0.4
668,"pb_no_orb_mod",15,0,0.11,0.01,"medium",0,0,0,0,0.5,0.7,0.3,0.5,0.4,0.8,0.5,0.7,0.3,0.3
669,"pb_no_orb_mod",15,0,0.11,0.01,"large",0.1,0,0,0,0.8,0.8,0.7,1,0.5,0.7,0.7,1,0.7,0.9
670,"pb_no_orb_mod",15,0,0.11,0.06,"small",0,0.1,0,0.1,0.5,0.5,0.6,0.8,0.6,0.4,0.8,0.8,0.4,0.5
671,"pb_no_orb_mod",15,0,0.11,0.06,"medium",0,0,0,0,0.3,0.5,0.3,0.3,0.4,0.5,0.2,0.4,0.2,0.2
672,"pb_no_orb_mod",15,0,0.11,0.06,"large",0,0,0,0,0.6,0.5,0.6,0.6,0.5,0.6,0.7,0.8,0.4,0.5
673,"pb_no_orb_mod",15,0,0.11,0.11,"small",0,0,0,0,0.7,0.7,0.5,0.8,0.5,0.5,0.5,0.7,0.5,0.6
674,"pb_no_orb_mod",15,0,0.11,0.11,"medium",0,0,0,0,0.3,0.5,0.2,0.3,0.2,0.6,0.4,0.3,0.3,0.2
675,"pb_no_orb_mod",15,0,0.11,0.11,"large",0,0.1,0,0,0.5,0.5,0.5,0.6,0.5,0.3,0.8,0.9,0.3,0.5
676,"pb_no_orb_mod",15,0.2,0.01,0.01,"small",1.3,0.6,1.1,0.1,0.61,0.6,0.71,0.7,0.4,0.4,0.71,0.5,0.81,0.7
